id,text
4414,Photo: weallheartonedirection: I wouldn™?š?™?t let David electrocute himself so I™?š?™?m the asshole http://t.co/nC2d6IRm2u
4417,stay with me - sam.smith
4418,So that it'll electrocute somebody's ass baa...No thank you https://t.co/x7P1xaBWTz
4419,I feel like I would actually electrocute myself if I tried this  https://t.co/FgKpYTiKtI
4420,drinking pepsi im afraid i might spill some and then my headphones electrocute me.
4422,SPOILERS: your phone does not have the power to electrocute you if dropped in the bath
4429,Morning Metro Late train? Check. Crazy guy who tells people the doors will electrocute them? Check.
4431,I broke my charger. Hella trying not to electrocute myself and die rn ????????
4433,Eh it's the Macy's Thanksgiving Parade tomorrow! I'll be done. I'll still electrocute your email now!
4434,Do you remember when I suddenly electrocute you to death with my fox powers? Ha. Ha. Ha. Ha. Ha. Ha. Because I do.
4439,#KCA #VoteJKT48ID JoelHeyman: My loose understanding is: @ 750k subs AH will electrocute then eat Michael. Don't want 2 influence anythin™?š?_
4443,"Why can't robots have a shower? 
Answer: Because they will electrocute themselves!"
4446,of electricity he had wire and a golf ball hooked up to catch a bolt of lightning and electrocute it you're not my brother I can tell. The
4447,Photo: weallheartonedirection: I wouldn™?š?™?t let David electrocute himself so I™?š?™?m the asshole http://t.co/wIabcyParM
4453,I've had electrical tape wrapped around my charger for like 2 months bc I don't want to get electrocuted :))))) http://t.co/Fb3Do910FC
4460,Almost electrocuted myself ??
4461,South Side factory where worker electrocuted pays $17000 penalty #Columbus http://t.co/nSGWiCYXFT
4462,When you realize you could have been electrocuted last night because you grabbed this in the dark.  How??? http://t.co/RJRoZMjF2n
4467,"Fish stand-up
'So what's up with whale sharks? They whales or sharks?'
*Silence*
'Is this thing on?'
*Flicks mic. All fish get electrocuted*"
4469,South Side factory where worker electrocuted pays $17000 penalty http://t.co/PENJHc4ZCx #Columbus #Ohio #news
4473,My brother just got electrocuted from the plug socket ????
4474,Got electrocuted by the mosquito killer. #boomshunga
4475,@EllaEMusic_ You should have just simply let on that you had electrocuted yourself while plugging in your phone charger. It works for me...
4477,@philadper2014 They would all get #Electrocuted !!!!!!!!!
4481,Beware! Dont use your earphones while your phone is charging. You might be electrocuted especially when your ears are wet.
4483,short hair probs: i can never look cute with bedhair anymore i just look like an electrocuted vagrant
4484,@hairdryer180 you'll get electrocuted
4485,@SHGames Please fix the problem where zombies disable your Eco suit and the floor is electrocuted so u die auto magically plz
4495,I hope I get electrocuted today at work
4497,#IWouldntGetElectedBecause Oh I certainly would esp if there were any live wires...wait that's elected and not electrocuted!  Never-mind!
4500,Emergency Garage Gate Repairing Services 11211 NY: Our Offerings: UAC Entrances Brooklyn agent in the set up o... http://t.co/WMqOZ81R43
4501,Motors Hot Deals #452 &gt;&gt; http://t.co/vcaptRnmIE MANUAL TRANSMISSION SHIFT KNOB+BOOT+EMERGENCY HAND BRAKE HANDLE 5™?š?_ http://t.co/S2ltphTGTJ
4502,11000 SEEDS 30 VEGETABLE FRUIT VARIETY GARDEN KIT EMERGENCY SURVIVAL GEAR MRE  - Full rea™?š?_ http://t.co/VE78djgHa5 http://t.co/ugubwRPQFP
4505,?????? EMERGENCY ?????? NEED PART 2 and 3!!! #NashNewVideo http://t.co/TwdnNaIOns @Nashgrier 103
4506,No matter the dilemma emergency nor set-back; The Righteousness of JAH shall prevail! http://t.co/n0tIy7SU1C
4510,11000 SEEDS 30 VEGETABLE FRUIT VARIETY GARDEN KIT EMERGENCY SURVIVAL GEAR MRE  - Full rea™?š?_ http://t.co/OH4YSttyCo http://t.co/X8Kv8tZZE8
